Defect_ID,Defect_Type,Machine_ID,Production_Line,Defect_Date,Root_Cause,Resolution_Comment,Resolved_Date
D1452,Leakage,MCH-328,Line-5,2025-06-16,Operator error,Polished die and added regular inspection routine,2025-06-17
D1453,Electrical Failure,MCH-331,Line-2,2025-01-28,Improper calibration,Replaced cutting tool and added tool inspection schedule,2025-02-01
D1454,Dimension Out of Tolerance,MCH-225,Line-5,2025-06-25,Loose wiring,Replaced gas regulator and trained operator,2025-06-28
D1455,Loose Assembly,MCH-496,Line-1,2025-03-18,Seal failure,Polished die and added regular inspection routine,2025-03-19
D1456,Surface Crack,MCH-299,Line-2,2025-07-27,Coolant shortage,Calibrated oven temperature and added monitoring alert,2025-08-01
D1457,Welding Porosity,MCH-277,Line-1,2025-08-06,Seal failure,Replaced gas regulator and trained operator,2025-08-10
D1458,Electrical Failure,MCH-306,Line-2,2025-07-05,Improper calibration,Polished die and added regular inspection routine,2025-07-09
D1459,Overheating,MCH-262,Line-4,2025-09-07,Tool wear,Adjusted machine alignment and replaced worn-out bearings,2025-09-11
D1460,Misalignment,MCH-154,Line-3,2025-08-21,Improper curing temperature,Calibrated equipment and updated calibration logs,2025-08-24
D1461,Overheating,MCH-329,Line-2,2025-01-14,Worn-out die,Replaced gas regulator and trained operator,2025-01-16
D1462,Burr Formation,MCH-337,Line-1,2025-03-12,Seal failure,Introduced torque check checklist and operator training,2025-03-13
D1463,Electrical Failure,MCH-353,Line-2,2025-08-01,Gas flow inconsistency,Refilled coolant tank and fixed coolant flow sensor,2025-08-04
D1464,Leakage,MCH-261,Line-2,2025-03-20,Operator error,Introduced torque check checklist and operator training,2025-03-22
D1465,Burr Formation,MCH-483,Line-4,2025-07-03,Improper curing temperature,Adjusted machine alignment and replaced worn-out bearings,2025-07-07
D1466,Welding Porosity,MCH-447,Line-5,2025-08-26,Improper calibration,Secured wiring and scheduled preventive inspection,2025-08-27
D1467,Loose Assembly,MCH-485,Line-2,2025-04-24,Loose wiring,Calibrated oven temperature and added monitoring alert,2025-04-26
D1468,Misalignment,MCH-310,Line-1,2025-08-03,High machine vibration,Adjusted machine alignment and replaced worn-out bearings,2025-08-07
D1469,Welding Porosity,MCH-180,Line-5,2025-07-06,Seal failure,Introduced torque check checklist and operator training,2025-07-07
D1470,Electrical Failure,MCH-304,Line-2,2025-04-10,Tool wear,Secured wiring and scheduled preventive inspection,2025-04-14
D1471,Misalignment,MCH-343,Line-3,2025-01-01,High machine vibration,Secured wiring and scheduled preventive inspection,2025-01-02
D1472,Electrical Failure,MCH-483,Line-4,2025-06-15,Loose wiring,Calibrated oven temperature and added monitoring alert,2025-06-20
D1473,Electrical Failure,MCH-221,Line-2,2025-05-24,Improper curing temperature,Polished die and added regular inspection routine,2025-05-28
D1474,Welding Porosity,MCH-256,Line-2,2025-01-01,Worn-out die,Polished die and added regular inspection routine,2025-01-05
D1475,Dimension Out of Tolerance,MCH-347,Line-4,2025-01-08,Tool wear,Replaced cutting tool and added tool inspection schedule,2025-01-11
D1476,Welding Porosity,MCH-115,Line-4,2025-06-30,Improper calibration,Polished die and added regular inspection routine,2025-07-02
D1477,Leakage,MCH-491,Line-4,2025-03-29,Coolant shortage,Calibrated oven temperature and added monitoring alert,2025-04-03
D1478,Surface Crack,MCH-188,Line-4,2025-04-17,Loose wiring,Replaced seal and added pressure monitoring,2025-04-19
D1479,Overheating,MCH-298,Line-3,2025-04-20,Operator error,Introduced torque check checklist and operator training,2025-04-24
D1480,Welding Porosity,MCH-248,Line-3,2025-09-17,Worn-out die,Replaced cutting tool and added tool inspection schedule,2025-09-22
D1481,Leakage,MCH-466,Line-5,2025-01-14,High machine vibration,Calibrated equipment and updated calibration logs,2025-01-19
D1482,Leakage,MCH-393,Line-1,2025-06-30,Coolant shortage,Calibrated oven temperature and added monitoring alert,2025-07-02
D1483,Burr Formation,MCH-213,Line-4,2025-05-28,High machine vibration,Calibrated oven temperature and added monitoring alert,2025-05-29
D1484,Paint Peeling,MCH-229,Line-1,2025-09-08,Improper calibration,Adjusted machine alignment and replaced worn-out bearings,2025-09-12
D1485,Welding Porosity,MCH-345,Line-2,2025-09-17,High machine vibration,Calibrated equipment and updated calibration logs,2025-09-22
D1486,Leakage,MCH-299,Line-4,2025-01-23,Worn-out die,Secured wiring and scheduled preventive inspection,2025-01-24
D1487,Dimension Out of Tolerance,MCH-456,Line-1,2025-03-19,Coolant shortage,Replaced gas regulator and trained operator,2025-03-21
D1488,Dimension Out of Tolerance,MCH-303,Line-5,2025-06-18,Worn-out die,Replaced cutting tool and added tool inspection schedule,2025-06-20
D1489,Surface Crack,MCH-195,Line-1,2025-06-17,Loose wiring,Calibrated equipment and updated calibration logs,2025-06-20
D1490,Welding Porosity,MCH-296,Line-1,2025-03-07,Worn-out die,Replaced gas regulator and trained operator,2025-03-08
D1491,Misalignment,MCH-368,Line-2,2025-05-06,Tool wear,Refilled coolant tank and fixed coolant flow sensor,2025-05-11
D1492,Welding Porosity,MCH-302,Line-3,2025-03-25,Coolant shortage,Calibrated oven temperature and added monitoring alert,2025-03-27
D1493,Electrical Failure,MCH-122,Line-5,2025-02-18,Coolant shortage,Refilled coolant tank and fixed coolant flow sensor,2025-02-23
D1494,Dimension Out of Tolerance,MCH-262,Line-3,2025-01-20,Coolant shortage,Refilled coolant tank and fixed coolant flow sensor,2025-01-23
D1495,Burr Formation,MCH-174,Line-1,2025-06-04,Loose wiring,Replaced cutting tool and added tool inspection schedule,2025-06-08
D1496,Electrical Failure,MCH-356,Line-5,2025-07-05,High machine vibration,Refilled coolant tank and fixed coolant flow sensor,2025-07-07
D1497,Burr Formation,MCH-500,Line-1,2025-02-06,Improper curing temperature,Adjusted machine alignment and replaced worn-out bearings,2025-02-09
D1498,Overheating,MCH-372,Line-5,2025-05-04,Seal failure,Introduced torque check checklist and operator training,2025-05-05
D1499,Surface Crack,MCH-302,Line-5,2025-01-13,High machine vibration,Adjusted machine alignment and replaced worn-out bearings,2025-01-17
D1500,Misalignment,MCH-261,Line-4,2025-05-27,Improper curing temperature,Introduced torque check checklist and operator training,2025-05-31
D1501,Dimension Out of Tolerance,MCH-259,Line-2,2025-03-29,Tool wear,Replaced gas regulator and trained operator,2025-03-30
D1502,Paint Peeling,MCH-389,Line-5,2025-03-22,Gas flow inconsistency,Refilled coolant tank and fixed coolant flow sensor,2025-03-25
D1503,Loose Assembly,MCH-403,Line-2,2025-02-08,Worn-out die,Secured wiring and scheduled preventive inspection,2025-02-10
D1504,Overheating,MCH-212,Line-1,2025-05-20,Tool wear,Introduced torque check checklist and operator training,2025-05-22
D1505,Misalignment,MCH-492,Line-3,2025-01-26,Operator error,Refilled coolant tank and fixed coolant flow sensor,2025-01-27
D1506,Overheating,MCH-183,Line-2,2025-06-12,Loose wiring,Polished die and added regular inspection routine,2025-06-13
D1507,Welding Porosity,MCH-491,Line-4,2025-06-11,Coolant shortage,Calibrated equipment and updated calibration logs,2025-06-14
D1508,Dimension Out of Tolerance,MCH-349,Line-1,2025-02-08,Seal failure,Calibrated oven temperature and added monitoring alert,2025-02-09
D1509,Leakage,MCH-274,Line-2,2025-05-26,Operator error,Secured wiring and scheduled preventive inspection,2025-05-28
D1510,Paint Peeling,MCH-326,Line-2,2025-07-10,Loose wiring,Introduced torque check checklist and operator training,2025-07-14
D1511,Dimension Out of Tolerance,MCH-439,Line-5,2025-06-12,Improper curing temperature,Replaced gas regulator and trained operator,2025-06-13
D1512,Dimension Out of Tolerance,MCH-335,Line-2,2025-01-31,Coolant shortage,Replaced seal and added pressure monitoring,2025-02-04
D1513,Welding Porosity,MCH-190,Line-1,2025-06-08,Improper calibration,Adjusted machine alignment and replaced worn-out bearings,2025-06-13
D1514,Leakage,MCH-408,Line-4,2025-01-17,High machine vibration,Replaced cutting tool and added tool inspection schedule,2025-01-18
D1515,Surface Crack,MCH-277,Line-2,2025-07-04,Loose wiring,Calibrated equipment and updated calibration logs,2025-07-06
D1516,Welding Porosity,MCH-463,Line-2,2025-07-17,Tool wear,Calibrated equipment and updated calibration logs,2025-07-21
D1517,Dimension Out of Tolerance,MCH-500,Line-5,2025-09-13,Gas flow inconsistency,Calibrated equipment and updated calibration logs,2025-09-14
D1518,Loose Assembly,MCH-329,Line-1,2025-04-01,High machine vibration,Introduced torque check checklist and operator training,2025-04-06
D1519,Welding Porosity,MCH-488,Line-2,2025-04-16,Loose wiring,Adjusted machine alignment and replaced worn-out bearings,2025-04-21
D1520,Leakage,MCH-398,Line-1,2025-09-16,Coolant shortage,Replaced cutting tool and added tool inspection schedule,2025-09-18
D1521,Welding Porosity,MCH-334,Line-2,2025-04-30,Worn-out die,Adjusted machine alignment and replaced worn-out bearings,2025-05-02
D1522,Leakage,MCH-132,Line-4,2025-05-27,High machine vibration,Adjusted machine alignment and replaced worn-out bearings,2025-06-01
D1523,Welding Porosity,MCH-435,Line-1,2025-06-23,Improper calibration,Replaced seal and added pressure monitoring,2025-06-24
D1524,Dimension Out of Tolerance,MCH-478,Line-3,2025-09-11,Improper calibration,Calibrated oven temperature and added monitoring alert,2025-09-14
D1525,Loose Assembly,MCH-450,Line-3,2025-03-23,High machine vibration,Replaced gas regulator and trained operator,2025-03-27
D1526,Leakage,MCH-267,Line-1,2025-08-04,Loose wiring,Replaced gas regulator and trained operator,2025-08-07
D1527,Overheating,MCH-473,Line-4,2025-01-27,Improper curing temperature,Replaced seal and added pressure monitoring,2025-01-30
D1528,Leakage,MCH-311,Line-3,2025-08-29,Worn-out die,Calibrated oven temperature and added monitoring alert,2025-09-01
D1529,Electrical Failure,MCH-413,Line-1,2025-02-06,Coolant shortage,Calibrated equipment and updated calibration logs,2025-02-07
D1530,Surface Crack,MCH-127,Line-5,2025-07-03,Seal failure,Replaced seal and added pressure monitoring,2025-07-08
D1531,Dimension Out of Tolerance,MCH-246,Line-5,2025-02-08,Gas flow inconsistency,Calibrated oven temperature and added monitoring alert,2025-02-12
D1532,Burr Formation,MCH-178,Line-1,2025-08-23,Operator error,Secured wiring and scheduled preventive inspection,2025-08-24
D1533,Loose Assembly,MCH-152,Line-5,2025-07-24,Improper curing temperature,Replaced gas regulator and trained operator,2025-07-28
D1534,Electrical Failure,MCH-374,Line-4,2025-01-10,Operator error,Adjusted machine alignment and replaced worn-out bearings,2025-01-11
D1535,Paint Peeling,MCH-308,Line-5,2025-07-23,Seal failure,Adjusted machine alignment and replaced worn-out bearings,2025-07-25
D1536,Electrical Failure,MCH-106,Line-2,2025-04-09,Tool wear,Calibrated equipment and updated calibration logs,2025-04-10
D1537,Electrical Failure,MCH-338,Line-2,2025-05-07,High machine vibration,Replaced gas regulator and trained operator,2025-05-10
D1538,Welding Porosity,MCH-300,Line-2,2025-04-20,Improper curing temperature,Replaced gas regulator and trained operator,2025-04-22
D1539,Burr Formation,MCH-464,Line-2,2025-08-16,Coolant shortage,Refilled coolant tank and fixed coolant flow sensor,2025-08-17
D1540,Paint Peeling,MCH-337,Line-1,2025-03-16,Operator error,Replaced gas regulator and trained operator,2025-03-20
D1541,Paint Peeling,MCH-462,Line-5,2025-02-26,Coolant shortage,Calibrated equipment and updated calibration logs,2025-03-02
D1542,Paint Peeling,MCH-379,Line-3,2025-05-06,Operator error,Replaced cutting tool and added tool inspection schedule,2025-05-07
D1543,Welding Porosity,MCH-224,Line-2,2025-05-18,Improper calibration,Refilled coolant tank and fixed coolant flow sensor,2025-05-20
D1544,Surface Crack,MCH-481,Line-1,2025-08-27,High machine vibration,Polished die and added regular inspection routine,2025-08-31
D1545,Overheating,MCH-291,Line-3,2025-04-17,Seal failure,Adjusted machine alignment and replaced worn-out bearings,2025-04-21
D1546,Electrical Failure,MCH-315,Line-4,2025-07-01,Operator error,Replaced seal and added pressure monitoring,2025-07-02
D1547,Misalignment,MCH-496,Line-3,2025-07-13,High machine vibration,Calibrated oven temperature and added monitoring alert,2025-07-15
D1548,Overheating,MCH-260,Line-3,2025-06-04,Worn-out die,Refilled coolant tank and fixed coolant flow sensor,2025-06-08
D1549,Leakage,MCH-213,Line-2,2025-09-13,High machine vibration,Polished die and added regular inspection routine,2025-09-15
D1550,Paint Peeling,MCH-266,Line-4,2025-03-09,Tool wear,Replaced cutting tool and added tool inspection schedule,2025-03-13
D1551,Loose Assembly,MCH-309,Line-2,2025-06-02,Loose wiring,Introduced torque check checklist and operator training,2025-06-05
D1552,Loose Assembly,MCH-437,Line-5,2025-03-25,High machine vibration,Polished die and added regular inspection routine,2025-03-29
D1553,Leakage,MCH-266,Line-1,2025-07-01,Loose wiring,Replaced cutting tool and added tool inspection schedule,2025-07-02
D1554,Dimension Out of Tolerance,MCH-422,Line-2,2025-05-13,High machine vibration,Replaced gas regulator and trained operator,2025-05-14
D1555,Misalignment,MCH-232,Line-3,2025-04-10,Seal failure,Introduced torque check checklist and operator training,2025-04-11
D1556,Welding Porosity,MCH-198,Line-3,2025-03-19,Coolant shortage,Introduced torque check checklist and operator training,2025-03-22
D1557,Welding Porosity,MCH-244,Line-2,2025-04-22,Tool wear,Refilled coolant tank and fixed coolant flow sensor,2025-04-25
D1558,Burr Formation,MCH-438,Line-2,2025-05-06,Loose wiring,Adjusted machine alignment and replaced worn-out bearings,2025-05-08
D1559,Surface Crack,MCH-201,Line-5,2025-05-14,Worn-out die,Calibrated equipment and updated calibration logs,2025-05-18
D1560,Loose Assembly,MCH-258,Line-2,2025-06-30,Seal failure,Adjusted machine alignment and replaced worn-out bearings,2025-07-03
D1561,Burr Formation,MCH-240,Line-3,2025-04-23,Worn-out die,Replaced seal and added pressure monitoring,2025-04-24
D1562,Dimension Out of Tolerance,MCH-449,Line-2,2025-08-08,High machine vibration,Calibrated oven temperature and added monitoring alert,2025-08-11
D1563,Surface Crack,MCH-333,Line-3,2025-07-24,Improper calibration,Calibrated equipment and updated calibration logs,2025-07-28
D1564,Surface Crack,MCH-442,Line-4,2025-08-09,Seal failure,Introduced torque check checklist and operator training,2025-08-11
D1565,Leakage,MCH-163,Line-2,2025-08-10,Worn-out die,Secured wiring and scheduled preventive inspection,2025-08-11
D1566,Dimension Out of Tolerance,MCH-474,Line-5,2025-02-18,Coolant shortage,Calibrated equipment and updated calibration logs,2025-02-19
D1567,Misalignment,MCH-104,Line-1,2025-08-11,Seal failure,Replaced gas regulator and trained operator,2025-08-13
D1568,Electrical Failure,MCH-497,Line-5,2025-08-03,Operator error,Secured wiring and scheduled preventive inspection,2025-08-04
D1569,Surface Crack,MCH-332,Line-1,2025-03-02,Seal failure,Introduced torque check checklist and operator training,2025-03-06
D1570,Misalignment,MCH-383,Line-1,2025-08-23,Tool wear,Secured wiring and scheduled preventive inspection,2025-08-28
D1571,Surface Crack,MCH-175,Line-5,2025-04-27,High machine vibration,Calibrated oven temperature and added monitoring alert,2025-04-30
D1572,Leakage,MCH-126,Line-2,2025-01-11,Improper curing temperature,Introduced torque check checklist and operator training,2025-01-16
D1573,Overheating,MCH-497,Line-5,2025-09-03,Worn-out die,Replaced seal and added pressure monitoring,2025-09-07
D1574,Electrical Failure,MCH-243,Line-3,2025-06-11,Coolant shortage,Polished die and added regular inspection routine,2025-06-16
D1575,Paint Peeling,MCH-298,Line-1,2025-04-29,Worn-out die,Refilled coolant tank and fixed coolant flow sensor,2025-05-01
D1576,Electrical Failure,MCH-261,Line-2,2025-02-04,High machine vibration,Secured wiring and scheduled preventive inspection,2025-02-08
D1577,Electrical Failure,MCH-178,Line-4,2025-04-10,Loose wiring,Introduced torque check checklist and operator training,2025-04-14
D1578,Welding Porosity,MCH-282,Line-3,2025-04-04,Worn-out die,Polished die and added regular inspection routine,2025-04-05
D1579,Loose Assembly,MCH-257,Line-1,2025-08-01,High machine vibration,Replaced gas regulator and trained operator,2025-08-04
D1580,Loose Assembly,MCH-110,Line-5,2025-05-08,Improper curing temperature,Introduced torque check checklist and operator training,2025-05-13
D1581,Leakage,MCH-129,Line-1,2025-01-10,Improper calibration,Adjusted machine alignment and replaced worn-out bearings,2025-01-11
D1582,Electrical Failure,MCH-135,Line-1,2025-04-23,Gas flow inconsistency,Replaced cutting tool and added tool inspection schedule,2025-04-25
D1583,Leakage,MCH-295,Line-5,2025-02-25,Gas flow inconsistency,Calibrated equipment and updated calibration logs,2025-03-01
D1584,Dimension Out of Tolerance,MCH-231,Line-2,2025-08-08,Seal failure,Polished die and added regular inspection routine,2025-08-09
D1585,Surface Crack,MCH-349,Line-2,2025-07-18,High machine vibration,Replaced cutting tool and added tool inspection schedule,2025-07-23
D1586,Burr Formation,MCH-450,Line-5,2025-07-14,Improper calibration,Introduced torque check checklist and operator training,2025-07-15
D1587,Welding Porosity,MCH-147,Line-5,2025-07-19,Operator error,Calibrated oven temperature and added monitoring alert,2025-07-21
D1588,Burr Formation,MCH-246,Line-2,2025-05-18,Operator error,Introduced torque check checklist and operator training,2025-05-20
D1589,Misalignment,MCH-220,Line-3,2025-02-02,Improper calibration,Calibrated equipment and updated calibration logs,2025-02-07
D1590,Leakage,MCH-269,Line-5,2025-03-02,Coolant shortage,Secured wiring and scheduled preventive inspection,2025-03-05
D1591,Loose Assembly,MCH-245,Line-2,2025-06-12,Seal failure,Introduced torque check checklist and operator training,2025-06-17
D1592,Welding Porosity,MCH-197,Line-4,2025-06-22,Seal failure,Refilled coolant tank and fixed coolant flow sensor,2025-06-27
D1593,Welding Porosity,MCH-301,Line-4,2025-05-14,Worn-out die,Refilled coolant tank and fixed coolant flow sensor,2025-05-16
D1594,Misalignment,MCH-119,Line-3,2025-06-18,Coolant shortage,Refilled coolant tank and fixed coolant flow sensor,2025-06-21
D1595,Overheating,MCH-382,Line-1,2025-03-30,Worn-out die,Introduced torque check checklist and operator training,2025-03-31
D1596,Leakage,MCH-299,Line-5,2025-01-11,Loose wiring,Secured wiring and scheduled preventive inspection,2025-01-12
D1597,Dimension Out of Tolerance,MCH-488,Line-2,2025-02-05,Operator error,Calibrated oven temperature and added monitoring alert,2025-02-07
D1598,Leakage,MCH-444,Line-2,2025-05-22,Seal failure,Introduced torque check checklist and operator training,2025-05-24
D1599,Leakage,MCH-460,Line-4,2025-03-10,Seal failure,Replaced cutting tool and added tool inspection schedule,2025-03-15
D1600,Paint Peeling,MCH-471,Line-3,2025-06-28,Improper curing temperature,Replaced cutting tool and added tool inspection schedule,2025-07-02
D1601,Leakage,MCH-477,Line-1,2025-03-07,Coolant shortage,Introduced torque check checklist and operator training,2025-03-11
D1602,Overheating,MCH-303,Line-1,2025-07-11,Operator error,Replaced cutting tool and added tool inspection schedule,2025-07-16
D1603,Misalignment,MCH-171,Line-5,2025-06-27,Seal failure,Adjusted machine alignment and replaced worn-out bearings,2025-07-01
D1604,Overheating,MCH-266,Line-1,2025-03-13,Improper calibration,Refilled coolant tank and fixed coolant flow sensor,2025-03-14
D1605,Overheating,MCH-386,Line-3,2025-03-13,Coolant shortage,Adjusted machine alignment and replaced worn-out bearings,2025-03-16
D1606,Paint Peeling,MCH-192,Line-1,2025-07-19,Seal failure,Calibrated oven temperature and added monitoring alert,2025-07-20
D1607,Misalignment,MCH-404,Line-1,2025-02-05,Improper calibration,Introduced torque check checklist and operator training,2025-02-08
D1608,Leakage,MCH-142,Line-2,2025-03-21,Improper calibration,Replaced seal and added pressure monitoring,2025-03-25
D1609,Dimension Out of Tolerance,MCH-271,Line-4,2025-06-25,Seal failure,Replaced seal and added pressure monitoring,2025-06-26
D1610,Overheating,MCH-161,Line-5,2025-02-27,Gas flow inconsistency,Introduced torque check checklist and operator training,2025-03-01
D1611,Surface Crack,MCH-170,Line-2,2025-07-30,Loose wiring,Replaced gas regulator and trained operator,2025-08-01
D1612,Welding Porosity,MCH-493,Line-1,2025-06-16,Improper calibration,Secured wiring and scheduled preventive inspection,2025-06-21
D1613,Surface Crack,MCH-102,Line-2,2025-07-21,Gas flow inconsistency,Calibrated equipment and updated calibration logs,2025-07-24
D1614,Overheating,MCH-427,Line-2,2025-08-15,Operator error,Introduced torque check checklist and operator training,2025-08-19
D1615,Dimension Out of Tolerance,MCH-423,Line-2,2025-09-13,Worn-out die,Calibrated oven temperature and added monitoring alert,2025-09-14
D1616,Overheating,MCH-313,Line-2,2025-08-03,Coolant shortage,Replaced gas regulator and trained operator,2025-08-04
D1617,Misalignment,MCH-416,Line-2,2025-05-09,Gas flow inconsistency,Secured wiring and scheduled preventive inspection,2025-05-11
D1618,Leakage,MCH-349,Line-5,2025-03-31,Worn-out die,Adjusted machine alignment and replaced worn-out bearings,2025-04-05
D1619,Overheating,MCH-245,Line-1,2025-06-12,Worn-out die,Refilled coolant tank and fixed coolant flow sensor,2025-06-15
D1620,Electrical Failure,MCH-434,Line-3,2025-05-12,Loose wiring,Secured wiring and scheduled preventive inspection,2025-05-17
D1621,Burr Formation,MCH-207,Line-3,2025-04-20,Gas flow inconsistency,Refilled coolant tank and fixed coolant flow sensor,2025-04-22
D1622,Leakage,MCH-316,Line-2,2025-06-17,Operator error,Adjusted machine alignment and replaced worn-out bearings,2025-06-18
D1623,Loose Assembly,MCH-196,Line-1,2025-08-09,Tool wear,Calibrated oven temperature and added monitoring alert,2025-08-10
D1624,Misalignment,MCH-402,Line-3,2025-02-16,Gas flow inconsistency,Polished die and added regular inspection routine,2025-02-17
D1625,Burr Formation,MCH-253,Line-4,2025-07-31,Coolant shortage,Replaced gas regulator and trained operator,2025-08-04
D1626,Misalignment,MCH-130,Line-5,2025-04-01,Improper curing temperature,Replaced seal and added pressure monitoring,2025-04-06
D1627,Dimension Out of Tolerance,MCH-114,Line-2,2025-03-21,Improper calibration,Polished die and added regular inspection routine,2025-03-25
D1628,Paint Peeling,MCH-310,Line-1,2025-06-20,Worn-out die,Introduced torque check checklist and operator training,2025-06-24
D1629,Leakage,MCH-104,Line-4,2025-04-25,Tool wear,Calibrated oven temperature and added monitoring alert,2025-04-30
D1630,Welding Porosity,MCH-244,Line-3,2025-02-19,High machine vibration,Polished die and added regular inspection routine,2025-02-20
D1631,Welding Porosity,MCH-499,Line-1,2025-08-01,Loose wiring,Introduced torque check checklist and operator training,2025-08-05
D1632,Dimension Out of Tolerance,MCH-435,Line-3,2025-08-18,Improper curing temperature,Replaced gas regulator and trained operator,2025-08-19
D1633,Surface Crack,MCH-357,Line-4,2025-03-16,Gas flow inconsistency,Adjusted machine alignment and replaced worn-out bearings,2025-03-21
D1634,Loose Assembly,MCH-311,Line-5,2025-04-13,High machine vibration,Secured wiring and scheduled preventive inspection,2025-04-18
D1635,Overheating,MCH-305,Line-1,2025-05-13,Coolant shortage,Replaced cutting tool and added tool inspection schedule,2025-05-14
D1636,Welding Porosity,MCH-175,Line-5,2025-08-27,Worn-out die,Adjusted machine alignment and replaced worn-out bearings,2025-08-30
D1637,Burr Formation,MCH-438,Line-2,2025-02-22,High machine vibration,Replaced gas regulator and trained operator,2025-02-27
D1638,Dimension Out of Tolerance,MCH-391,Line-4,2025-06-06,Tool wear,Replaced gas regulator and trained operator,2025-06-11
D1639,Surface Crack,MCH-193,Line-4,2025-02-23,Tool wear,Replaced cutting tool and added tool inspection schedule,2025-02-26
D1640,Misalignment,MCH-117,Line-3,2025-02-26,Tool wear,Polished die and added regular inspection routine,2025-02-27
D1641,Electrical Failure,MCH-120,Line-2,2025-08-15,Improper calibration,Introduced torque check checklist and operator training,2025-08-19
D1642,Loose Assembly,MCH-382,Line-5,2025-06-09,Improper curing temperature,Replaced gas regulator and trained operator,2025-06-12
D1643,Burr Formation,MCH-289,Line-1,2025-06-02,Gas flow inconsistency,Refilled coolant tank and fixed coolant flow sensor,2025-06-07
D1644,Welding Porosity,MCH-333,Line-3,2025-06-24,Worn-out die,Refilled coolant tank and fixed coolant flow sensor,2025-06-27
D1645,Paint Peeling,MCH-379,Line-4,2025-08-16,Operator error,Secured wiring and scheduled preventive inspection,2025-08-18
D1646,Leakage,MCH-494,Line-3,2025-09-17,Seal failure,Calibrated equipment and updated calibration logs,2025-09-22
D1647,Dimension Out of Tolerance,MCH-245,Line-4,2025-07-05,Operator error,Replaced gas regulator and trained operator,2025-07-08
D1648,Loose Assembly,MCH-158,Line-1,2025-08-04,Improper calibration,Adjusted machine alignment and replaced worn-out bearings,2025-08-08
D1649,Leakage,MCH-240,Line-3,2025-07-03,High machine vibration,Polished die and added regular inspection routine,2025-07-04
D1650,Paint Peeling,MCH-172,Line-3,2025-01-15,Improper curing temperature,Secured wiring and scheduled preventive inspection,2025-01-20
D1651,Misalignment,MCH-140,Line-5,2025-05-26,Loose wiring,Replaced gas regulator and trained operator,2025-05-28
D1652,Misalignment,MCH-182,Line-4,2025-06-17,Tool wear,Polished die and added regular inspection routine,2025-06-19
D1653,Welding Porosity,MCH-491,Line-5,2025-08-10,Worn-out die,Polished die and added regular inspection routine,2025-08-15
D1654,Loose Assembly,MCH-261,Line-4,2025-06-13,Loose wiring,Refilled coolant tank and fixed coolant flow sensor,2025-06-17
D1655,Paint Peeling,MCH-165,Line-2,2025-05-20,Loose wiring,Refilled coolant tank and fixed coolant flow sensor,2025-05-23
D1656,Dimension Out of Tolerance,MCH-381,Line-5,2025-02-16,Loose wiring,Secured wiring and scheduled preventive inspection,2025-02-19
D1657,Overheating,MCH-269,Line-1,2025-02-10,Improper curing temperature,Introduced torque check checklist and operator training,2025-02-13
D1658,Overheating,MCH-293,Line-5,2025-02-10,Coolant shortage,Refilled coolant tank and fixed coolant flow sensor,2025-02-13
D1659,Electrical Failure,MCH-112,Line-3,2025-03-10,Operator error,Replaced cutting tool and added tool inspection schedule,2025-03-12
D1660,Overheating,MCH-227,Line-3,2025-09-06,Worn-out die,Replaced cutting tool and added tool inspection schedule,2025-09-11
D1661,Leakage,MCH-387,Line-1,2025-02-05,Operator error,Replaced cutting tool and added tool inspection schedule,2025-02-09
D1662,Misalignment,MCH-153,Line-3,2025-08-26,Gas flow inconsistency,Polished die and added regular inspection routine,2025-08-29
D1663,Leakage,MCH-330,Line-1,2025-08-12,Improper curing temperature,Replaced cutting tool and added tool inspection schedule,2025-08-17
D1664,Paint Peeling,MCH-396,Line-2,2025-01-29,Worn-out die,Refilled coolant tank and fixed coolant flow sensor,2025-01-30
D1665,Leakage,MCH-469,Line-1,2025-06-24,High machine vibration,Calibrated equipment and updated calibration logs,2025-06-27
D1666,Loose Assembly,MCH-483,Line-2,2025-05-01,Improper curing temperature,Replaced seal and added pressure monitoring,2025-05-02
D1667,Dimension Out of Tolerance,MCH-316,Line-4,2025-09-02,Improper calibration,Secured wiring and scheduled preventive inspection,2025-09-04
D1668,Welding Porosity,MCH-238,Line-2,2025-05-21,Improper calibration,Replaced gas regulator and trained operator,2025-05-22
D1669,Loose Assembly,MCH-132,Line-4,2025-03-20,Improper curing temperature,Replaced cutting tool and added tool inspection schedule,2025-03-22
D1670,Paint Peeling,MCH-395,Line-5,2025-05-20,Gas flow inconsistency,Replaced cutting tool and added tool inspection schedule,2025-05-25
D1671,Paint Peeling,MCH-220,Line-1,2025-06-29,Improper calibration,Introduced torque check checklist and operator training,2025-06-30
D1672,Dimension Out of Tolerance,MCH-341,Line-4,2025-01-25,Operator error,Introduced torque check checklist and operator training,2025-01-26
D1673,Welding Porosity,MCH-232,Line-5,2025-06-18,Seal failure,Calibrated equipment and updated calibration logs,2025-06-23
D1674,Surface Crack,MCH-389,Line-5,2025-06-18,Tool wear,Refilled coolant tank and fixed coolant flow sensor,2025-06-19
D1675,Welding Porosity,MCH-393,Line-3,2025-08-16,Improper curing temperature,Calibrated oven temperature and added monitoring alert,2025-08-18
D1676,Electrical Failure,MCH-227,Line-3,2025-09-15,Loose wiring,Secured wiring and scheduled preventive inspection,2025-09-19
D1677,Dimension Out of Tolerance,MCH-249,Line-4,2025-02-14,Seal failure,Secured wiring and scheduled preventive inspection,2025-02-16
